flight_id,airline,flight_number,departure_airport_iata,departure_airport_city,arrival_airport_iata,arrival_airport_city,scheduled_departure,departure_delay_minutes,scheduled_arrival,arrival_delay_minutes
30351,UA,427,SFO,San Francisco,OGG,Kahului,2025-06-09 18:09:00,0,2025-06-09 20:13:00,0
30352,UA,1975,IAD,Washington,SFO,San Francisco,2025-06-09 16:48:00,46,2025-06-09 19:37:00,24
30353,AA,37,DFW,Dallas-Fort Worth,SFO,San Francisco,2025-06-09 16:59:00,0,2025-06-09 18:32:00,0
30354,CY,755,SEA,Seattle,SFO,San Francisco,2025-06-09 17:07:00,57,2025-06-09 19:12:00,31
30355,UA,1120,SFO,San Francisco,IAH,Houston,2025-06-09 17:00:00,0,2025-06-09 22:41:00,0
30356,UA,1579,SFO,San Francisco,LAX,Los Angeles,2025-06-09 18:33:00,0,2025-06-09 20:02:00,0
30357,UA,340,IAD,Washington,SFO,San Francisco,2025-06-09 17:58:00,0,2025-06-09 20:29:00,0
30358,UA,1723,SFO,San Francisco,KOA,Kona,2025-06-09 18:36:00,0,2025-06-09 20:36:00,0
30359,AA,1540,SFO,San Francisco,ORD,Chicago,2025-06-09 17:46:00,242,2025-06-09 23:51:00,242
30360,OO,6232,MRY,Monterey,SFO,San Francisco,2025-06-09 17:32:00,36,2025-06-09 18:05:00,32
30361,OO,6407,SFO,San Francisco,SNA,Santa Ana,2025-06-09 19:42:00,0,2025-06-09 21:13:00,0
30362,UA,1606,SFO,San Francisco,ORD,Chicago,2025-06-09 17:50:00,0,2025-06-09 23:52:00,0
30363,WN,4840,SAN,San Diego,SFO,San Francisco,2025-06-09 18:53:00,0,2025-06-09 20:12:00,0
30364,OO,5600,SNA,Santa Ana,SFO,San Francisco,2025-06-09 18:08:00,0,2025-06-09 19:25:00,0
30365,B6,188,SFO,San Francisco,LAS,Las Vegas,2025-06-09 18:23:00,40,2025-06-09 19:56:00,0
30366,AS,386,PDX,Portland,SFO,San Francisco,2025-06-09 18:24:00,0,2025-06-09 20:11:00,0
30367,UA,522,SAN,San Diego,SFO,San Francisco,2025-06-09 18:31:00,0,2025-06-09 19:55:00,0
30368,UA,1951,CLE,Cleveland,SFO,San Francisco,2025-06-09 19:07:00,0,2025-06-09 21:01:00,0
30369,AA,218,LAX,Los Angeles,SFO,San Francisco,2025-06-09 18:29:00,116,2025-06-09 19:39:00,88
30370,OO,6252,EUG,Eugene,SFO,San Francisco,2025-06-09 18:26:00,236,2025-06-09 19:56:00,193
30371,CY,211,ORD,Chicago,SFO,San Francisco,2025-06-09 18:39:00,0,2025-06-09 21:00:00,0
30372,F9,668,SFO,San Francisco,DEN,Denver,2025-06-09 18:40:00,0,2025-06-09 22:04:00,0
30373,CY,77,IAD,Washington,SFO,San Francisco,2025-06-09 18:53:00,0,2025-06-09 21:23:00,0
30374,OO,5418,SFO,San Francisco,ONT,Ontario,2025-06-09 19:03:00,0,2025-06-09 20:32:00,0
30375,UA,864,DEN,Denver,SFO,San Francisco,2025-06-09 19:07:00,0,2025-06-09 22:06:00,0
30376,CY,759,SEA,Seattle,SFO,San Francisco,2025-06-09 19:31:00,0,2025-06-09 21:31:00,0
30377,DL,241,ATL,Atlanta,SFO,San Francisco,2025-06-09 00:45:00,0,2025-06-09 02:29:00,0
30378,UA,1257,SFO,San Francisco,ANC,Anchorage,2025-06-09 19:39:00,0,2025-06-09 23:16:00,0
30379,UA,1670,SFO,San Francisco,HNL,Honolulu,2025-06-09 22:07:00,0,2025-06-10 00:02:00,0
30380,UA,1666,BOS,Boston,SFO,San Francisco,2025-06-09 21:16:00,0,2025-06-10 00:09:00,0
30381,WN,503,SFO,San Francisco,SNA,Santa Ana,2025-06-09 19:51:00,0,2025-06-09 21:18:00,0
30382,US,475,CLT,Charlotte,SFO,San Francisco,2025-06-09 19:57:00,0,2025-06-09 22:13:00,0
30383,OO,5304,ONT,Ontario,SFO,San Francisco,2025-06-09 20:20:00,0,2025-06-09 21:40:00,0
30384,UA,1247,LAX,Los Angeles,SFO,San Francisco,2025-06-09 20:04:00,0,2025-06-09 21:17:00,0
30385,DL,373,DTW,Detroit,SFO,San Francisco,2025-06-09 20:16:00,0,2025-06-09 22:11:00,0
30386,UA,1087,LAS,Las Vegas,SFO,San Francisco,2025-06-09 20:01:00,0,2025-06-09 21:36:00,0
30387,WN,345,SAN,San Diego,SFO,San Francisco,2025-06-09 20:16:00,0,2025-06-09 21:38:00,0
30388,WN,4824,LAX,Los Angeles,SFO,San Francisco,2025-06-09 20:24:00,0,2025-06-09 21:30:00,0
30389,WN,4201,SFO,San Francisco,SAN,San Diego,2025-06-09 20:23:00,0,2025-06-09 21:49:00,0
30390,UA,1187,SFO,San Francisco,EWR,Newark,2025-06-09 20:51:00,0,2025-06-10 05:12:00,0
30391,CY,948,SFO,San Francisco,LAX,Los Angeles,2025-06-09 20:48:00,0,2025-06-09 22:26:00,0
30392,AA,218,SFO,San Francisco,LAX,Los Angeles,2025-06-09 20:52:00,0,2025-06-09 22:42:00,0
30393,UA,1150,EWR,Newark,SFO,San Francisco,2025-06-09 21:59:00,0,2025-06-10 00:50:00,0
30394,UA,1175,ORD,Chicago,SFO,San Francisco,2025-06-09 20:59:00,15,2025-06-09 23:25:00,0
30395,DL,1152,HNL,Honolulu,SFO,San Francisco,2025-06-09 21:01:00,0,2025-06-10 04:56:00,0
30396,DL,2240,SFO,San Francisco,JFK,New York,2025-06-09 21:10:00,0,2025-06-10 05:44:00,0
30397,OO,6503,SFO,San Francisco,EUG,Eugene,2025-06-09 22:31:00,0,2025-06-10 00:14:00,0
30398,B6,916,SFO,San Francisco,JFK,New York,2025-06-09 21:24:00,0,2025-06-10 05:58:00,0
30399,UA,1237,EWR,Newark,SFO,San Francisco,2025-06-09 00:12:00,24,2025-06-09 02:58:00,13
30400,CY,182,SFO,San Francisco,EWR,Newark,2025-06-09 21:37:00,0,2025-06-10 05:51:00,0
30401,UA,1731,SFO,San Francisco,SEA,Seattle,2025-06-09 21:34:00,0,2025-06-09 23:30:00,0
30402,UA,1575,HNL,Honolulu,SFO,San Francisco,2025-06-09 21:53:00,3,2025-06-10 06:01:00,0
30403,US,557,CLT,Charlotte,SFO,San Francisco,2025-06-09 22:34:00,0,2025-06-10 00:55:00,0
30404,DL,551,SFO,San Francisco,ATL,Atlanta,2025-06-09 22:37:00,0,2025-06-10 06:13:00,0
30405,UA,1608,SFO,San Francisco,EWR,Newark,2025-06-09 22:31:00,0,2025-06-10 06:52:00,0
30406,UA,1728,SFO,San Francisco,ATL,Atlanta,2025-06-09 22:29:00,0,2025-06-10 05:55:00,0
30407,OO,5414,SFO,San Francisco,RDM,Redmond-Bend,2025-06-09 22:30:00,0,2025-06-10 00:11:00,0
30408,UA,1947,SFO,San Francisco,PHL,Philadelphia,2025-06-09 23:00:00,326,2025-06-10 07:32:00,318
30409,OO,6412,SFO,San Francisco,EUG,Eugene,2025-06-09 22:43:00,0,2025-06-10 00:22:00,0
30410,CY,34,SFO,San Francisco,JFK,New York,2025-06-09 23:10:00,0,2025-06-10 07:53:00,0
30411,B6,278,SFO,San Francisco,FLL,Fort Lauderdale,2025-06-09 23:18:00,0,2025-06-10 07:31:00,0
30412,UA,1118,SFO,San Francisco,EWR,Newark,2025-06-09 23:38:00,0,2025-06-10 07:52:00,0
30413,UA,1725,SEA,Seattle,SFO,San Francisco,2025-06-10 05:10:00,0,2025-06-10 07:17:00,0
30414,OO,5460,RDD,Redding,SFO,San Francisco,2025-06-10 05:40:00,0,2025-06-10 06:45:00,0
30415,OO,6401,EUG,Eugene,SFO,San Francisco,2025-06-10 05:42:00,0,2025-06-10 07:11:00,0
30416,UA,392,PDX,Portland,SFO,San Francisco,2025-06-10 05:40:00,0,2025-06-10 07:21:00,0
30417,UA,756,SFO,San Francisco,DEN,Denver,2025-06-10 05:48:00,0,2025-06-10 09:24:00,0
30418,B6,735,SFO,San Francisco,LGB,Long Beach,2025-06-10 05:52:00,0,2025-06-10 07:10:00,0
30419,UA,1135,IAD,Washington,SFO,San Francisco,2025-06-10 06:00:00,305,2025-06-10 08:33:00,274
30420,WN,925,SFO,San Francisco,MKE,Milwaukee,2025-06-10 05:58:00,30,2025-06-10 11:48:00,0
30421,F9,660,SFO,San Francisco,DEN,Denver,2025-06-10 05:55:00,0,2025-06-10 09:34:00,0
30422,F9,1107,IAH,Houston,SFO,San Francisco,2025-06-10 06:00:00,0,2025-06-10 08:10:00,0
30423,OO,6403,MFR,Medford,SFO,San Francisco,2025-06-10 05:59:00,0,2025-06-10 07:18:00,0
30424,OO,6340,SMX,Santa Maria,SFO,San Francisco,2025-06-10 05:50:00,0,2025-06-10 06:47:00,0
30425,OO,6346,MRY,Monterey,SFO,San Francisco,2025-06-10 05:53:00,39,2025-06-10 06:29:00,21
30426,UA,354,SFO,San Francisco,IAH,Houston,2025-06-10 05:56:00,470,2025-06-10 11:37:00,468
30427,UA,568,SFO,San Francisco,EWR,Newark,2025-06-10 05:56:00,0,2025-06-10 14:21:00,0
30428,OO,5613,LAX,Los Angeles,SFO,San Francisco,2025-06-10 06:00:00,0,2025-06-10 07:33:00,0
30429,OO,5632,SBA,Santa Barbara,SFO,San Francisco,2025-06-10 06:00:00,0,2025-06-10 07:03:00,0
30430,UA,361,PHX,Phoenix,SFO,San Francisco,2025-06-10 05:55:00,0,2025-06-10 07:46:00,0
30431,UA,1583,ORD,Chicago,SFO,San Francisco,2025-06-10 06:05:00,468,2025-06-10 08:33:00,440
30432,UA,805,BWI,Baltimore,SFO,San Francisco,2025-06-10 08:15:00,0,2025-06-10 10:43:00,0
30433,DL,2566,SFO,San Francisco,MSP,Minneapolis,2025-06-10 06:20:00,19,2025-06-10 11:59:00,0
30434,WN,3503,SAN,San Diego,SFO,San Francisco,2025-06-10 06:19:00,12,2025-06-10 07:44:00,0
30435,B6,16,SFO,San Francisco,JFK,New York,2025-06-10 06:35:00,0,2025-06-10 15:03:00,0
30436,AS,313,SFO,San Francisco,SEA,Seattle,2025-06-10 06:43:00,0,2025-06-10 08:39:00,0
30437,UA,1960,PDX,Portland,SFO,San Francisco,2025-06-10 06:59:00,0,2025-06-10 08:40:00,0
30438,DL,854,SFO,San Francisco,DTW,Detroit,2025-06-10 06:58:00,0,2025-06-10 14:24:00,0
30439,UA,1614,IAH,Houston,SFO,San Francisco,2025-06-10 07:19:00,0,2025-06-10 09:18:00,0
30440,OO,6307,MSP,Minneapolis,SFO,San Francisco,2025-06-10 07:20:00,0,2025-06-10 09:35:00,0
30441,UA,1216,SFO,San Francisco,IAH,Houston,2025-06-10 07:21:00,0,2025-06-10 12:55:00,0
30442,OO,6336,SFO,San Francisco,RNO,Reno,2025-06-10 07:17:00,0,2025-06-10 08:17:00,0
30443,AS,743,SLC,Salt Lake City,SFO,San Francisco,2025-06-10 07:25:00,0,2025-06-10 08:28:00,0
30444,CY,1930,SFO,San Francisco,LAX,Los Angeles,2025-06-10 07:57:00,153,2025-06-10 09:18:00,136
30445,CY,201,ORD,Chicago,SFO,San Francisco,2025-06-10 07:57:00,0,2025-06-10 10:15:00,0
30446,UA,349,DEN,Denver,SFO,San Francisco,2025-06-10 08:08:00,2,2025-06-10 09:31:00,0
30447,WN,112,SAN,San Diego,SFO,San Francisco,2025-06-10 08:05:00,0,2025-06-10 09:24:00,0
30448,UA,1683,IAD,Washington,SFO,San Francisco,2025-06-10 08:21:00,34,2025-06-10 10:50:00,20
30449,UA,322,SNA,Santa Ana,SFO,San Francisco,2025-06-10 08:15:00,0,2025-06-10 09:31:00,0
30450,UA,1662,DCA,Washington,SFO,San Francisco,2025-06-10 08:31:00,0,2025-06-10 11:13:00,0
30451,UA,1964,SFO,San Francisco,SEA,Seattle,2025-06-10 08:29:00,8,2025-06-10 10:25:00,0
30452,AA,164,SFO,San Francisco,JFK,New York,2025-06-10 08:38:00,30,2025-06-10 17:20:00,15
30453,OO,6380,SBA,Santa Barbara,SFO,San Francisco,2025-06-10 08:36:00,0,2025-06-10 09:51:00,0
30454,UA,698,SEA,Seattle,SFO,San Francisco,2025-06-10 08:44:00,0,2025-06-10 11:00:00,0
30455,OO,5223,SLC,Salt Lake City,SFO,San Francisco,2025-06-10 09:00:00,0,2025-06-10 10:49:00,0
30456,DL,434,JFK,New York,SFO,San Francisco,2025-06-10 10:20:00,0,2025-06-10 13:24:00,0
30457,DL,2305,MSP,Minneapolis,SFO,San Francisco,2025-06-10 08:59:00,0,2025-06-10 10:46:00,0
30458,WN,4648,SFO,San Francisco,SNA,Santa Ana,2025-06-10 09:00:00,0,2025-06-10 10:22:00,0
30459,AA,2207,DFW,Dallas-Fort Worth,SFO,San Francisco,2025-06-10 09:19:00,0,2025-06-10 11:01:00,0
30460,AS,311,SFO,San Francisco,SEA,Seattle,2025-06-10 09:04:00,193,2025-06-10 10:57:00,147
30461,AS,383,SFO,San Francisco,PDX,Portland,2025-06-10 09:14:00,217,2025-06-10 10:56:00,193
30462,UA,1721,SFO,San Francisco,KOA,Kona,2025-06-10 12:07:00,0,2025-06-10 14:17:00,0
30463,CY,22,SFO,San Francisco,JFK,New York,2025-06-10 09:20:00,2,2025-06-10 17:45:00,0
30464,UA,1914,EWR,Newark,SFO,San Francisco,2025-06-10 09:21:00,0,2025-06-10 12:26:00,0
30465,AA,342,SFO,San Francisco,ORD,Chicago,2025-06-10 09:11:00,0,2025-06-10 15:34:00,0
30466,UA,572,SFO,San Francisco,ORD,Chicago,2025-06-10 09:17:00,0,2025-06-10 15:27:00,0
30467,HA,11,SFO,San Francisco,HNL,Honolulu,2025-06-10 09:30:00,0,2025-06-10 11:48:00,0
30468,OO,6349,SNA,Santa Ana,SFO,San Francisco,2025-06-10 09:54:00,0,2025-06-10 11:06:00,0
30469,OO,6234,ABQ,Albuquerque,SFO,San Francisco,2025-06-10 09:38:00,0,2025-06-10 11:12:00,0
30470,AS,318,SEA,Seattle,SFO,San Francisco,2025-06-10 09:40:00,0,2025-06-10 11:44:00,0
30471,UA,1748,SFO,San Francisco,AUS,Austin,2025-06-10 10:04:00,0,2025-06-10 15:22:00,0
30472,UA,1922,SFO,San Francisco,EWR,Newark,2025-06-10 09:53:00,117,2025-06-10 18:34:00,57
30473,AA,159,SFO,San Francisco,DFW,Dallas-Fort Worth,2025-06-10 10:16:00,0,2025-06-10 15:27:00,0
30474,US,433,PHX,Phoenix,SFO,San Francisco,2025-06-10 10:43:00,0,2025-06-10 12:54:00,0
30475,WN,4291,MKE,Milwaukee,SFO,San Francisco,2025-06-10 10:28:00,0,2025-06-10 12:53:00,0
30476,UA,1559,ORD,Chicago,SFO,San Francisco,2025-06-10 10:39:00,0,2025-06-10 13:05:00,0
30477,UA,1526,SFO,San Francisco,DEN,Denver,2025-06-10 10:57:00,283,2025-06-10 14:26:00,224
30478,US,403,SFO,San Francisco,PHL,Philadelphia,2025-06-10 10:44:00,35,2025-06-10 18:55:00,5
30479,OO,6336,RNO,Reno,SFO,San Francisco,2025-06-10 10:44:00,0,2025-06-10 11:43:00,0
30480,UA,624,SFO,San Francisco,ORD,Chicago,2025-06-10 10:55:00,0,2025-06-10 17:20:00,0
30481,UA,650,IAD,Washington,SFO,San Francisco,2025-06-10 10:59:00,433,2025-06-10 13:31:00,418
30482,DL,2375,SLC,Salt Lake City,SFO,San Francisco,2025-06-10 11:03:00,0,2025-06-10 11:57:00,0
30483,DL,1680,ATL,Atlanta,SFO,San Francisco,2025-06-10 11:40:00,293,2025-06-10 13:26:00,245
30484,CY,905,LAS,Las Vegas,SFO,San Francisco,2025-06-10 11:10:00,0,2025-06-10 12:39:00,0
30485,UA,1531,SEA,Seattle,SFO,San Francisco,2025-06-10 11:17:00,510,2025-06-10 13:16:00,473
30486,WN,277,SFO,San Francisco,MDW,Chicago,2025-06-10 11:28:00,0,2025-06-10 17:28:00,0
30487,OO,5187,SNA,Santa Ana,SFO,San Francisco,2025-06-10 13:11:00,0,2025-06-10 14:50:00,0
30488,CY,954,SFO,San Francisco,SAN,San Diego,2025-06-10 12:10:00,0,2025-06-10 13:35:00,0
30489,UA,1298,IAD,Washington,SFO,San Francisco,2025-06-10 12:57:00,0,2025-06-10 15:08:00,0
30490,AA,2438,SFO,San Francisco,LAX,Los Angeles,2025-06-10 12:26:00,0,2025-06-10 13:50:00,0
30491,AA,16,SFO,San Francisco,JFK,New York,2025-06-10 12:32:00,0,2025-06-10 21:07:00,0
30492,CY,903,LAS,Las Vegas,SFO,San Francisco,2025-06-10 12:55:00,0,2025-06-10 14:17:00,0
30493,OO,5400,ONT,Ontario,SFO,San Francisco,2025-06-10 12:41:00,0,2025-06-10 14:02:00,0
30494,UA,1273,SFO,San Francisco,OGG,Kahului,2025-06-10 14:52:00,0,2025-06-10 16:50:00,0
30495,WN,3770,SFO,San Francisco,LAX,Los Angeles,2025-06-10 12:46:00,0,2025-06-10 14:04:00,0
30496,AS,381,SFO,San Francisco,PDX,Portland,2025-06-10 12:59:00,0,2025-06-10 14:41:00,0
30497,CY,251,LAS,Las Vegas,SFO,San Francisco,2025-06-10 12:59:00,0,2025-06-10 14:21:00,0
30498,OO,5374,SFO,San Francisco,RDM,Redmond-Bend,2025-06-10 12:53:00,0,2025-06-10 14:20:00,0
30499,OO,6383,SLC,Salt Lake City,SFO,San Francisco,2025-06-10 12:48:00,7,2025-06-10 13:51:00,0
30500,OO,6301,SNA,Santa Ana,SFO,San Francisco,2025-06-10 12:52:00,0,2025-06-10 14:26:00,0
30501,UA,300,SFO,San Francisco,HNL,Honolulu,2025-06-10 13:08:00,36,2025-06-10 15:09:00,0
30502,UA,759,SFO,San Francisco,EWR,Newark,2025-06-10 12:59:00,0,2025-06-10 21:32:00,0
30503,UA,362,LIH,Lihue,SFO,San Francisco,2025-06-10 12:57:00,0,2025-06-10 21:43:00,0
30504,UA,1938,SAN,San Diego,SFO,San Francisco,2025-06-10 13:16:00,0,2025-06-10 15:02:00,0
30505,OO,6369,SFO,San Francisco,SAN,San Diego,2025-06-10 14:28:00,0,2025-06-10 16:05:00,0
30506,OO,6408,SFO,San Francisco,EUG,Eugene,2025-06-10 13:15:00,137,2025-06-10 14:47:00,137
30507,WN,1978,LAS,Las Vegas,SFO,San Francisco,2025-06-10 13:30:00,25,2025-06-10 14:48:00,0
30508,OO,5504,MFR,Medford,SFO,San Francisco,2025-06-10 13:35:00,0,2025-06-10 14:46:00,0
30509,AS,400,PDX,Portland,SFO,San Francisco,2025-06-10 13:21:00,0,2025-06-10 15:05:00,0
30510,UA,569,PDX,Portland,SFO,San Francisco,2025-06-10 14:02:00,0,2025-06-10 15:40:00,0
30511,OO,5543,SFO,San Francisco,BOI,Boise,2025-06-10 13:26:00,0,2025-06-10 16:18:00,0
30512,UA,1199,SFO,San Francisco,SEA,Seattle,2025-06-10 13:55:00,384,2025-06-10 16:01:00,327
30513,B6,416,SFO,San Francisco,JFK,New York,2025-06-10 13:51:00,381,2025-06-10 22:40:00,364
30514,US,407,PHX,Phoenix,SFO,San Francisco,2025-06-10 13:50:00,0,2025-06-10 15:47:00,0
30515,CY,929,LAX,Los Angeles,SFO,San Francisco,2025-06-10 13:59:00,0,2025-06-10 15:09:00,0
30516,UA,257,JFK,New York,SFO,San Francisco,2025-06-10 13:54:00,0,2025-06-10 16:40:00,0
30517,AA,330,DFW,Dallas-Fort Worth,SFO,San Francisco,2025-06-10 14:07:00,35,2025-06-10 15:44:00,17
30518,OO,6454,RNO,Reno,SFO,San Francisco,2025-06-10 14:12:00,0,2025-06-10 15:28:00,0
30519,AA,931,SFO,San Francisco,MIA,Miami,2025-06-10 14:15:00,0,2025-06-10 22:52:00,0
30520,B6,578,SFO,San Francisco,FLL,Fort Lauderdale,2025-06-10 15:22:00,0,2025-06-10 23:55:00,0
30521,WN,3934,SAN,San Diego,SFO,San Francisco,2025-06-10 15:09:00,141,2025-06-10 16:29:00,125
30522,CY,90,SFO,San Francisco,IAD,Washington,2025-06-10 14:51:00,0,2025-06-10 22:53:00,0
30523,CY,913,LAS,Las Vegas,SFO,San Francisco,2025-06-10 14:42:00,0,2025-06-10 16:16:00,0
30524,DL,2349,SLC,Salt Lake City,SFO,San Francisco,2025-06-10 14:49:00,0,2025-06-10 15:42:00,0
30525,DL,2770,SFO,San Francisco,LAX,Los Angeles,2025-06-10 15:25:00,0,2025-06-10 16:47:00,0
30526,DL,2752,LAX,Los Angeles,SFO,San Francisco,2025-06-10 15:42:00,0,2025-06-10 16:59:00,0
30527,DL,1593,MSP,Minneapolis,SFO,San Francisco,2025-06-10 15:00:00,0,2025-06-10 16:54:00,0
30528,WN,1009,SFO,San Francisco,MDW,Chicago,2025-06-10 15:13:00,1,2025-06-10 22:24:00,0
30529,UA,711,LAS,Las Vegas,SFO,San Francisco,2025-06-10 19:12:00,0,2025-06-10 20:48:00,0
30530,AA,85,JFK,New York,SFO,San Francisco,2025-06-10 15:22:00,0,2025-06-10 18:22:00,0
30531,AA,2475,ORD,Chicago,SFO,San Francisco,2025-06-10 15:28:00,356,2025-06-10 18:17:00,309
30532,WN,4125,SNA,Santa Ana,SFO,San Francisco,2025-06-10 15:41:00,0,2025-06-10 17:01:00,0
30533,UA,390,SFO,San Francisco,ORD,Chicago,2025-06-10 15:44:00,0,2025-06-10 21:54:00,0
30534,UA,1456,SFO,San Francisco,EWR,Newark,2025-06-10 16:23:00,0,2025-06-11 00:37:00,0
30535,OO,5638,SFO,San Francisco,SBA,Santa Barbara,2025-06-10 16:05:00,92,2025-06-10 17:23:00,87
30536,DL,2040,SFO,San Francisco,JFK,New York,2025-06-10 16:16:00,6,2025-06-11 00:31:00,0
30537,OO,6238,SFO,San Francisco,LAX,Los Angeles,2025-06-10 16:13:00,0,2025-06-10 17:49:00,0
30538,B6,1436,LGB,Long Beach,SFO,San Francisco,2025-06-10 16:52:00,0,2025-06-10 18:05:00,0
30539,B6,915,JFK,New York,SFO,San Francisco,2025-06-10 16:27:00,0,2025-06-10 19:34:00,0
30540,US,2029,CLT,Charlotte,SFO,San Francisco,2025-06-10 18:22:00,0,2025-06-10 20:35:00,0
30541,CY,923,LAX,Los Angeles,SFO,San Francisco,2025-06-10 16:32:00,0,2025-06-10 17:50:00,0
30542,UA,502,SFO,San Francisco,JFK,New York,2025-06-10 16:54:00,27,2025-06-11 01:09:00,0
30543,AS,302,SEA,Seattle,SFO,San Francisco,2025-06-10 16:40:00,0,2025-06-10 18:37:00,0
30544,CY,755,SEA,Seattle,SFO,San Francisco,2025-06-10 17:04:00,0,2025-06-10 19:06:00,0
30545,CY,963,SAN,San Diego,SFO,San Francisco,2025-06-10 16:59:00,31,2025-06-10 18:28:00,21
30546,UA,1753,ORD,Chicago,SFO,San Francisco,2025-06-10 17:42:00,0,2025-06-10 20:15:00,0
30547,CY,2,DCA,Washington,SFO,San Francisco,2025-06-10 17:05:00,0,2025-06-10 19:33:00,0
30548,CY,222,SFO,San Francisco,AUS,Austin,2025-06-10 17:07:00,0,2025-06-10 22:30:00,0
30549,UA,1579,SFO,San Francisco,LAX,Los Angeles,2025-06-10 17:26:00,0,2025-06-10 19:13:00,0
30550,UA,512,JFK,New York,SFO,San Francisco,2025-06-10 17:38:00,0,2025-06-10 21:05:00,0
30551,AA,1540,SFO,San Francisco,ORD,Chicago,2025-06-10 17:27:00,0,2025-06-10 23:32:00,0
30552,WN,689,SFO,San Francisco,SNA,Santa Ana,2025-06-10 17:42:00,0,2025-06-10 19:02:00,0
30553,CY,936,SFO,San Francisco,LAX,Los Angeles,2025-06-10 17:40:00,0,2025-06-10 19:32:00,0
30554,UA,737,DEN,Denver,SFO,San Francisco,2025-06-10 17:35:00,12,2025-06-10 19:14:00,0
30555,UA,1497,MSP,Minneapolis,SFO,San Francisco,2025-06-10 18:00:00,0,2025-06-10 19:54:00,0
30556,OO,6356,SBA,Santa Barbara,SFO,San Francisco,2025-06-10 17:54:00,0,2025-06-10 18:58:00,0
30557,OO,5601,PHX,Phoenix,SFO,San Francisco,2025-06-10 17:40:00,0,2025-06-10 19:41:00,0
30558,UA,508,SEA,Seattle,SFO,San Francisco,2025-06-10 18:51:00,0,2025-06-10 20:57:00,0
30559,AA,177,JFK,New York,SFO,San Francisco,2025-06-10 17:53:00,0,2025-06-10 21:26:00,0
30560,CY,918,SFO,San Francisco,LAS,Las Vegas,2025-06-10 18:09:00,0,2025-06-10 19:39:00,0
30561,DL,431,JFK,New York,SFO,San Francisco,2025-06-10 18:13:00,0,2025-06-10 21:49:00,0
30562,UA,277,PHL,Philadelphia,SFO,San Francisco,2025-06-10 18:29:00,1,2025-06-10 21:20:00,0
30563,WN,799,SFO,San Francisco,PHX,Phoenix,2025-06-10 18:33:00,0,2025-06-10 20:17:00,0
30564,CY,941,LAX,Los Angeles,SFO,San Francisco,2025-06-10 18:27:00,0,2025-06-10 19:48:00,0
30565,F9,668,SFO,San Francisco,DEN,Denver,2025-06-10 20:40:00,0,2025-06-10 23:59:00,0
30566,UA,1681,RDU,Raleigh-durham,SFO,San Francisco,2025-06-10 18:48:00,0,2025-06-10 21:18:00,0
30567,UA,560,SFO,San Francisco,DFW,Dallas-Fort Worth,2025-06-10 18:50:00,0,2025-06-11 00:02:00,0
30568,CY,357,BOS,Boston,SFO,San Francisco,2025-06-10 18:53:00,0,2025-06-10 22:46:00,0
30569,WN,4037,SAN,San Diego,SFO,San Francisco,2025-06-10 18:57:00,0,2025-06-10 20:19:00,0
30570,OO,5553,SFO,San Francisco,RNO,Reno,2025-06-10 19:00:00,0,2025-06-10 19:57:00,0
30571,UA,1717,SEA,Seattle,SFO,San Francisco,2025-06-10 19:32:00,0,2025-06-10 21:29:00,0
30572,UA,1944,LAX,Los Angeles,SFO,San Francisco,2025-06-10 19:50:00,0,2025-06-10 21:04:00,0
30573,UA,1942,SFO,San Francisco,SAN,San Diego,2025-06-10 19:23:00,183,2025-06-10 20:46:00,147
30574,UA,1643,IAD,Washington,SFO,San Francisco,2025-06-10 22:59:00,0,2025-06-11 01:28:00,0
30575,UA,587,SFO,San Francisco,SNA,Santa Ana,2025-06-10 19:25:00,0,2025-06-10 20:50:00,0
30576,OO,6338,SAN,San Diego,SFO,San Francisco,2025-06-10 19:49:00,0,2025-06-10 21:17:00,0
30577,AS,337,SFO,San Francisco,SEA,Seattle,2025-06-10 19:33:00,0,2025-06-10 21:42:00,0
30578,UA,234,SEA,Seattle,SFO,San Francisco,2025-06-10 19:41:00,0,2025-06-10 21:37:00,0
30579,UA,1666,BOS,Boston,SFO,San Francisco,2025-06-10 19:46:00,0,2025-06-10 23:18:00,0
30580,DL,2209,MSP,Minneapolis,SFO,San Francisco,2025-06-10 19:59:00,61,2025-06-10 21:54:00,52
30581,UA,1556,SFO,San Francisco,PDX,Portland,2025-06-10 20:31:00,266,2025-06-10 22:05:00,238
30582,WN,2336,MKE,Milwaukee,SFO,San Francisco,2025-06-10 20:21:00,0,2025-06-10 22:48:00,0
30583,OO,6432,SNA,Santa Ana,SFO,San Francisco,2025-06-10 19:56:00,499,2025-06-10 21:20:00,442
30584,WN,503,SFO,San Francisco,SNA,Santa Ana,2025-06-10 20:03:00,0,2025-06-10 21:26:00,0
30585,UA,3,SFO,San Francisco,SAN,San Diego,2025-06-10 19:51:00,0,2025-06-10 21:21:00,0
30586,DL,2782,LAX,Los Angeles,SFO,San Francisco,2025-06-10 19:54:00,0,2025-06-10 21:23:00,0
30587,WN,2959,SFO,San Francisco,LAS,Las Vegas,2025-06-10 19:58:00,0,2025-06-10 21:29:00,0
30588,B6,1636,LGB,Long Beach,SFO,San Francisco,2025-06-10 20:00:00,0,2025-06-10 21:29:00,0
30589,DL,373,DTW,Detroit,SFO,San Francisco,2025-06-10 20:04:00,29,2025-06-10 22:03:00,11
